Year,Class,Affiliations,Abstract,Keywords,Funding,Title,llm_ml_classify
2021.0,surveillance,"Paul G. Allen School for Global Animal Health, Washington State University, Pullman, 99164, WA, United States; Pacific Northwest National Laboratory, Richland, 99354, WA, United States; Center for Epidemiological Modelling and Analysis, Institute of Tropical and Infectious Diseases, University of Nairobi, Nairobi, 30197, Kenya; Institute of Immunology and Infection Research, University of Edinburgh, Edinburgh, EH9 3FL, United Kingdom","Infectious disease surveillance is crucial for early detection and situational awareness of disease outbreaks. Digital biosurveillance monitors large volumes of open-source data to flag potential health threats. This study investigates the potential of digital surveillance in the detection of the top five priority zoonotic diseases in Kenya: Rift Valley fever (RVF), anthrax, rabies, brucellosis, and trypanosomiasis. Open-source disease events reported between August 2016 and October 2020 were collected and key event-specific information was extracted using a newly developed disease event taxonomy. A total of 424 disease reports encompassing 55 unique events belonging to anthrax (43.6%), RVF (34.6%), and rabies (21.8%) were identified. Most events were first reported by news media (78.2%) followed by international health organizations (16.4%). News media reported the events 4.1 (±4.7) days faster than the official reports. There was a positive association between official reporting and RVF events (odds ratio (OR) 195.5, 95% confidence interval (CI); 24.01–4756.43, p <0.001) and a negative association between official reporting and local media coverage of events (OR 0.03, 95% CI; 0.00–0.17, p = 0.030). This study highlights the usefulness of local news in the detection of potentially neglected zoonotic disease events and the importance of digital biosurveillance in resource-limited settings. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Biosurveillance; Digital surveillance; Disease taxon-omy; Kenya; Open-source information; Zoonosis,"National Biosurveillance Integration Center; Pacific Northwest National Laboratory Biofeeds Team; U.S. Department of Homeland Security, DHS; United States Agency for International Development, USAID",Digital biosurveillance for zoonotic disease detection in kenya,NO
2021.0,drug discovery,"Division of Clinical Pharmacology, Department of Medicine, University of Cape Town, Cape Town, 7700, South Africa; Department of Molecular and Cell Biology, University of Cape Town, Cape Town, 7700, South Africa; Department of Chemistry, University of Cape Town, Cape Town, 7700, South Africa","With drug resistance threatening our first line antimalarial treatments, novel chemothera-peutics need to be developed. Ionophores have garnered interest as novel antimalarials due to their theorized ability to target unique systems found in the Plasmodium-infected erythrocyte. In this study, during the bioassay-guided fractionation of the crude extract of Streptomyces strain PR3, a group of cyclodepsipeptides, including valinomycin, and a novel class of cyclic ethers were identified and elucidated. Further study revealed that the ethers were cyclic polypropylene glycol (cPPG) oligomers that had leached into the bacterial culture from an extraction resin. Molecular dynamics analysis sug-gests that these ethers are able to bind cations such as K+, NH4+ and Na+ . Combination studies using the fixed ratio isobologram method revealed that the cPPGs synergistically improved the antiplas-modial activity of valinomycin and reduced its cytotoxicity in vitro. The IC50 of valinomycin against P. falciparum NF54 improved by 4–5-fold when valinomycin was combined with the cPPGs. Precisely, it was improved from 3.75 ± 0.77 ng/mL to 0.90 ± 0.2 ng/mL and 0.75 ± 0.08 ng/mL when dosed in the fixed ratios of 3:2 and 2:3 of valinomycin to cPPGs, respectively. Each fixed ratio combination displayed cytotoxicity (IC50) against the Chinese Hamster Ovary cell line of 57–65 µg/mL, which was lower than that of valinomycin (12.4 µg/mL). These results indicate that combinations with these novel ethers may be useful in repurposing valinomycin into a suitable and effective antimalarial. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Cyclic ethers; Ionophores; malaria; Polypropylene glycol; Synergy; Valinomycin,"National Research Foundation, NRF, (SFH150629121933, SFH160622173462, SFH170614240844)",Discovery of novel cyclic ethers with synergistic antiplasmodial activity in combination with valinomycin,NO
2021.0,prognostics,"Superspecialty Pediatric Hospital & Postgraduate Teaching Institute, Department of Microbiology, Noida, Uttar Pradesh, India; Superspecialty Pediatric Hospital & Postgraduate Teaching Institute, Department of Pediatrics, Noida, Uttar Pradesh, India; Superspecialty Pediatric Hospital & Postgraduate Teaching Institute, Department of Neonatology, Noida, Uttar Pradesh, India","Introduction: Dengue presents with a variable clinical course, ranging from mild illness to potentially fatal hemorrhage and shock. We aimed to evaluate the capabilities of various hematological parameters observed early in the course of illness for predicting the clinical outcomes of illness. Methods: We retrospectively analyzed the records of children admitted in the pediatric inpatient services of the institute with dengue between 2017 and 2019. We determined the relationships between the hematological parameters observed during the first evaluation and the various clinical outcomes. Results: We evaluated data from 613 patients (age range, 26 days to 17 years). Of these, 29.85% exhibited fever with warning signs, and 8.97% had severe dengue. Lower values of hemoglobin, platelet count, mean corpuscular volume, mean corpuscular hemoglobin concentration, and mean platelet volume, and higher values of total leukocyte count (TLC), hematocrit, and red cell distribution width variably correlated with numerous clinical outcomes—duration of hospital stay, development of complications, requirement of blood component transfusion, inotropic support, and mortality. Among the parameters, TLC ≥20,000/mL and initial platelet count ≤20,000/mL significantly associated with mortality, with odds ratios (95% confidence interval) of 11.81 (4.21–33.80) and 5.53 (1.90–16.09), respectively. Conclusions: Hematological parameters observed early during dengue infection may predict its clinical outcomes in infected children. Initial high TLC and low platelet count are potential predictors of fatal outcomes in the course of disease. © 2021, Sociedade Brasileira de Medicina Tropical. All rights reserved.",Hemorrhagic fever; Leucocyte count; Mean platelet volume; Mortality predictors; Platelet count,,Early hematological parameters as predictors for outcomes in children with dengue in Northern India: A retrospective analysis,NO
2021.0,treatment monitoring,"Government Institute of Medical Sciences (GIMS), Greater Noida, India; Siddha Clinical Research Unit, Safdarjung Hospital, New Delhi, India; Centre for Computational Biology and Bioinformatics, Amity University Uttar Pradesh, Noida, India; Siddha Central Research Institute, Chennai, India; Central Council for Research in Siddha, Chennai, India","Background and aim: Globally, the ongoing pursuit in exploring an effective drug to combat severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) virus has not met with significant success to date. Indian traditional medicines, especially polyherbal formulations like Nilavembu Kudineer (NVK) and Kaba Sura Kudineer (KSK) of the Siddha system of medicine, have been used as public health interventions for controlling viral epidemics like dengue and Chikungunya. These traditional therapies have been found safe, effective, and widely accepted. The current study evaluates the comparative efficacy of NVK and KSK as opposed to the placebo, in the management of mild to moderate COVID-19 disease. Methods: The study was a double-blind, placebo-controlled comparative clinical trial, with the primary objective of determining the efficacy of KSK and NVK. Patients (n=125) diagnosed with mild to moderate COVID-19 symptoms were enrolled in the study over a period of 4 months (Aug 2020—Dec 2020). Participants were randomized into 3 arms; placebo-decaffeinated tea in Arm I, NVK in Arm II, and KSK in Arm III. Each arm received 60 ml of the respective treatment twice a day, post morning and evening meals, along with standard allopathy treatment for a maximum of 10 days. The main outcome measures of the study were the reduction in SARS-CoV-2 viral load, hospital stay, and time taken by the patients to become asymptomatic from symptomatic. Efficacy assessments included clinical symptoms (fever, cough, and breathlessness) each day and real-time reverse transcription-polymerase chain reaction (RT-PCR), liver function test (LFT), renal function test (RFT), and electrolytes and electrocardiogram (ECG) at baseline (day 0) and days 3, 6, and 10. Post-treatment, participants were followed up for 30 days via phone for adverse effects if any. Effects of drugs on inflammatory markers (IL6) at the end of treatment were also recorded. Adverse events (AE) were monitored throughout the study. Results: The results revealed that when compared to patients in the placebo arm, those in NVK and KSK arms showed a statistically significant reduction in hospital stay time, reduction in viral load of SARS-CoV-2, and the time taken to become symptomatic from asymptomatic. Out of 125 COVID-19 patients recruited, 120 completed the study; two from the placebo group developed severe symptoms and were shifted to the intensive care unit (ICU) and three patients from Arms II and III withdrew from the study. The mean age of females (n=60) and males (n=60) enrolled was between 40.2 and 44.3 years, respectively. Results were more promising for all the patients in NVK and KSK arms as all enrolled participants (100%) under this group got discharged by day 6 as compared to only 42.5% (n=17) from the placebo group on that day. The hospital stay time for patients in Arm I was significantly longer (mean [SD]=8.4 [2.0] days) as compared to the Arms II and III (mean [SD]=4.7 [1.5] and 4.2 [1.5] days, respectively (Kruskal-Wallis test, P=0.0001). Patients in the three groups took a significantly different number of days to become asymptomatic. While Arm II and III patients took mean of 2.5 and 1.7 days, respectively, Arm I, patients took a mean of 4.2 days (Kruskal-Wallis test, P=0.0001). In all, two adverse events were recorded, one for vomiting and one for diarrhea lasting a day in Arm I and Arm II, respectively. The mean value of interleukin-6 (IL6) was significantly different in comparison to the placebo-decaffeinated tea arm (NVK=2.6 and KSK=2.2, placebo=4.0, P=0.02). The other blood biochemical parameters like C-reactive protein (CRP), lactate dehydrogenase (LDH), ferritin, and D-dimer that were analyzed at the baseline and at the time of discharge from the hospital, were not significantly different in the three arms. Conclusion: NVK and KSK arms showed a statistically significant reduction in hospital stay time, reduction in viral load of SARS-CoV-2, and time taken for patients to become asymptomatic from symptomatic, when compared to the placebo (decaffeinated tea). The primary outcome measures of the KSK arm were significantly better than those in the NVK arm. © 2021, The Author(s).",Double-blinded RCT; Kaba Sura Kudineer; Mild to moderate COVID-19; Nilavembu Kudineer; Siddha medicine,CCRS; Central Council for Research in Siddha; Government Institute of Medical Sciences; SRM Medical University; Siddha Clinical Research Unit; VMMC & Safdarjung Hospital,"Efficacy of two siddha polyherbal decoctions, Nilavembu Kudineer and Kaba Sura Kudineer, along with standard allopathy treatment in the management of mild to moderate symptomatic COVID-19 patients—a double-blind, placebo-controlled, clinical trial",NO
2021.0,diagnostics,"Swiss Tropical and Public Health Institute, Basel, Switzerland; University of Basel, Basel, Switzerland; Imperial College London, London, United Kingdom; Malaria Atlas Project, Big Data Institute, University of Oxford, Oxford, United Kingdom; Curtin University, Perth, Australia; Telethon Kids Institute, Perth Children’s Hospital, Perth, Australia","Individual-based models have become important tools in the global battle against infectious diseases, yet model complexity can make calibration to biological and epidemiological data challenging. We propose using a Bayesian optimization framework employing Gaussian process or machine learning emulator functions to calibrate a complex malaria transmission simulator. We demonstrate our approach by optimizing over a high-dimensional parameter space with respect to a portfolio of multiple fitting objectives built from datasets capturing the natural history of malaria transmission and disease progression. Our approach quickly outperforms previous calibrations, yielding an improved final goodness of fit. Per-objective parameter importance and sensitivity diagnostics provided by our approach offer epidemiological insights and enhance trust in predictions through greater interpretability. © 2021, The Author(s).",,"Bill and Melinda Gates Foundation, BMGF, (OPP1032350); Bill and Melinda Gates Foundation, BMGF; Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung, SNF, (PP00P3_170702); Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung, SNF; Curtin University of Technology, (OPP1197730); Curtin University of Technology",Emulator-based Bayesian optimization for efficient multi-objective calibration of an individual-based model of malaria,YES
2021.0,policy planning,"Epidemiology and Biostatistics Unit, Faculty of Public Health, Dali University, Dali, China; Department of Expanded Program on Immunization, Yunnan Center for Disease Control and Prevention, Kunming, China; Expanded Program on Immunization Department, Lincang Center for Disease Control and Prevention, Lincang City, China","Background: Lincang City in Yunnan Province on the China-Myanmar border, has reached the World Health Organization recommended coverage (95%) for measles-containing vaccine (MCV), but measles outbreaks still occur. We conducted a survey in Lincang City to determine the measles vaccination status of children on the China–Myanmar border. Methods: We used multistage sampling among children aged 8–83 months. Information on measles vaccination status was obtained from the child’s vaccination certificate, and serum samples were tested using commercially available ELISA kits. Results: A total of 938 children were surveyed. The vaccination coverage rate was 98.9% (95% CI: 98.2–99.6%) for measles–containing vaccine dose 1 (MCV1), and 95.8% (95% CI:94.9–96.7%) for measles–containing vaccine dose 2 (MCV2). The timely vaccination coverage rate was 52.0% (95% CI:48.8–55.2%) for MCV1, and 74.1% (95% CI: 82.9–89.0%) for MCV2. The timely-and–complete vaccination coverage rate was 41.0% (95% CI: 36.7–45.3%). The median delay period was 33 (95% CI: 27–39) days for MCV1, and 196 (95% CI: 146–246) days for MCV2. The seropositivity rate in children aged less than 7 years was 94.0% (95% CI: 92.5–95.5%) with a geometric mean titer of 1210.1 mIU/mL. Conclusions: The MCV coverage was high, but timely and timely-and-complete vaccination coverage were low and insufficient to prevent measles outbreaks. It is necessary to add the timely and timely-and-complete vaccination coverage as indicators of vaccination to provide a more complete picture of measles immunization status. © 2021 Taylor & Francis Group, LLC.",China; international borders; Measles; seroepidemiology; timely vaccination coverage rate; vaccination,"Joint Special Project for Basic Research of Yunnan Provincial Universities, (2018FH001- 065, KYBS201705); Science and technology support program of Yunnan, China, (2021Y417); Ministry of Education of the People's Republic of China, MOE; Fudan University","Evaluation of measles vaccination coverage in Lincang City, Yunnan Province, China",NO
2021.0,diagnostics,"Dept. of Microbiology, Mahatma Gandhi Institute of Medical Science, Sewagram, Wardha, 442102, Maharashtra, India; Department of Community Medicine, All India Institute of Medical Science (AIIMS), Nagpur, 441108, India; Dean, AIIMS Bibinagar, Hyderabad","Purpose: Diagnostic testing, in particular early detection, is critical for scrub typhus, as most infected individuals have nonspecific symptoms that are easily confused with dengue and malaria. PCR and LAMP offer an alternative DNA amplification method for detection of Orientia tsutsugamushi. Detection of Orientia tsutsugamushi DNA by targeting the 47-kDa gene using nested PCR and LAMP for diagnosis of scrub typhus. Methods: A cross-sectional study in a tertiary care hospital in central India. The present study was done on a total of 274 patients with fever of five days or more and negative for other causes of fever viz. malaria, dengue and enteric fever. From each patient 5 ​ml of blood samples was collected in EDTA vial for molecular tests (PCR and LAMP) and in plain vial for serological tests (IgM IFA). The data was entered in Excel sheet and 2 ​× ​2 tables were created to find sensitivity, specificity, positive and negative likelihood ratios, disease prevalence, positive and negative predictive values and accuracy. Results: PCR showed a sensitivity of 29.73% while the sensitivity of LAMP was 16.22%. The specificity of nested PCR and LAMP was very high, 99.58% and 99.16% respectively. The diagnostic accuracy of nested PCR (90.15%) was found to be marginally better than LAMP (87.96%). Conclusions: For the treatment of scrub typhus, a gene-based diagnostic test would enable earlier and more accurate detection of the causative agents of the disease than serology in admission samples of patients with acute febrile illness in endemic areas. © 2021 Indian Association of Medical Microbiologists","Nested PCR; Orientia tsutsugamushi, LAMP; Scrub typhus",,Evaluation of nested PCR and loop mediated isothermal amplification assay (LAMP) targeting 47 ​kDa gene of Orientia tsutsugamushi for diagnosis of scrub typhus,NO
2021.0,surveillance,"Department of Chemistry, Faculty of Science, University of Kelaniya, Kelaniya, Sri Lanka; North Colombo Teaching Hospital, Ragama, Sri Lanka; Department of Medicine, Faculty of Medicine, University of Kelaniya, Kelaniya, Sri Lanka","Background. Severe dengue (SD), experienced by only a fraction of dengue patients, can be lethal. Due to the lack of early markers that can predict the evolution of SD, all dengue patients have to be monitored under hospital care. We discovered early oxidative stress markers of SD to identify patients who can benefit from early intervention before the symptoms appear. Methods. The expression of inducible nitric oxide synthase (iNOS) in peripheral blood cells (PBC), nitric oxide (NO), and oxidized low-density lipoprotein (oxLDL) levels in plasma and saliva collected at early stages of dengue infection from 20 nonsevere dengue fever (DF) patients and 20 patients who later developed SD were analyzed in a retrospective nested case-control study. Results. The expression of iNOS is significantly (P<0.05) lower in patients who developed SD than in DF patients at admission within 4 days from fever onset. Median plasma NO concentration within 4 days from fever onset is also significantly (P<0.05) lower in patients who developed SD (17.9±1.6 μmol/L) than DF (23.0±2.1 μmol/L). Median oxLDL levels in plasma within 3 days from fever onset is significantly (P<0.05) lower in patients who developed SD (509.4±224.1 ng/mL) than DF (740.0±300.0 ng/mL). Median salivary oxLDL levels are also significantly (P<0.05) lower in patients who developed SD (0.8±0.5 ng/mL) than DF (3.6±2.6 ng/mL) within 4 days from fever onset. Conclusions. These findings suggest that the expression of iNOS (73% sensitivity, 86% specificity) and plasma NO (96% sensitivity, 61% specificity at 22.3 μmol/L; P<0.05) may serve as early markers of SD within 3 days from fever onset. Salivary oxLDL levels may serve as early noninvasive markers of SD with a sensitivity and specificity, respectively, of 57% and 91% at 0.9 ng/mL; 76% and 55% at 2.3 ng/mL; and 100% and 50% at 4.6 ng/mL (P<0.05) within 4 days from fever onset. © 2021 Harsha Hapugaswatta et al.",,,Expression of Nitric Oxide Synthase and Nitric Oxide Levels in Peripheral Blood Cells and Oxidized Low-Density Lipoprotein Levels in Saliva as Early Markers of Severe Dengue,NO
2021.0,treatment monitoring,"Department of Radiation Oncology, Instituto do Cancer do Estado de Sao Paulo, Hospital das Clinicas, Faculdade de Medicina da USP, Sao Paulo, SP, Brazil; Department of Radiology, Instituto do Cancer do Estado de Sao Paulo, Hospital das Clinicas, Faculdade de Medicina da USP, Sao Paulo, SP, Brazil; Department of Gastroenterology, Instituto do Cancer do Estado de Sao Paulo, Hospital das Clinicas, Faculdade de Medicina da USP, Sao Paulo, SP, Brazil; Department of Radiology, Instituto de Radiologia, Hospital das Clinicas, Faculdade de Medicina da USP, Sao Paulo, SP, Brazil; Department of Radiation Oncology, Instituto de Radiologia, Hospital das Clinicas, Faculdade de Medicina da USP, Sao Paulo, SP, Brazil; Department of Clinical Oncology, Instituto do Cancer do Estado de Sao Paulo, Hospital das Clinicas, Faculdade de Medicina da USP, Sao Paulo, SP, Brazil","Background: The aim of the study was to evaluate the feasibility and safety of stereotactic body radiotherapy (sBrT) for the treatment of hepatocellular carcinoma in Brazil. sBrT is an evolving treatment in hcc patients not candidates to other local therapies. Its adoption in clinical practice has been heterogeneous, with lack of data on its generalizability in the Brazilian population. Materials and methods: We conducted a prospective pilot study involving hcc patients after failure or ineligibility for transarterial chemoembolization. patients received sBrT 30 to 50 Gy in 5 fractions using an isotoxic prescription approach. This study is registered at clinicaltrials.gov NcT02221778. results: From Nov 2014 through aug 2019, 26 patients received sBrT with 40 Gy median dose. Underlying liver disease was hepatitis c, hepatitis B and alcohol-related in, respectively, 50%, 23% and 19% of patients. Median lesion size was 3.8 cm (range, 1.5–10 cm), and 46% had multiple lesions. Thirty-two percent had tumor vascular thrombosis; median pretreatment alpha-fetoprotein (aFp) was 171.7 ng/mL (range, 4.2–5,494 ng/mL). 1y-local progression-free survival (pFs) was 86% (95% cI: 61% to 95%), with higher local control in doses ≥ 45Gy (p = 0.037; hr = 0.12). 1y-liver pFs, distant pFs and Os were, respectively, 52%, 77% and 79%. Objective response was seen in 89% of patients, with 3 months post-sBrT median aFp of 12 ng/mL (2.4–637 ng/mL). There were no grade 3 or 4 clinical toxicities. Grade 3 or 4 laboratory toxicities occurred in 27% of patients. conclusion: sBrT is feasible and safe in patients unresponsive or ineligible for Tace in Brazil. Our study suggests doses ≥ 45 Gy yields better local control. © 2021 Greater poland cancer centre. published by Via Medica. all rights reserved.",Clinical trial; Hepatocellular carcinoma; Radiosurgery; Stereotactic body radiotherapy; Therapeutic chemoembolization,,Feasibility of SBRT for hepatocellular carcinoma in Brazil — A prospective pilot study,NO
2021.0,treatment monitoring,"Colombo South Teaching Hospital, Kalubowila, Sri Lanka; Faculty of Medical Sciences, University of Sri Jayewardenepura, Nugegoda, Sri Lanka","Background: Dengue fever prevalence is rising globally and it causes significant morbidity and mortality. Fluid extravasation during the critical phase of dengue haemorrhagic fever (DHF) leads to shock, multi-organ failure and death if not resuscitated appropriately with fluids. The mainstay of management is judicious fluid replacement using a guideline based, calculated fluid quota of maintenance (M) fluid plus 5% deficit (M + 5% deficit) to prevent organ hypoperfusion. Methods: We conducted an observational follow-up study in Sri Lanka from January–July 2017 to identify the fluid requirements of DHF patients and to identify whether features of fluid overload are present in patients who exceeded the fluid quota. Patients who developed DHF following admission to the place of study, were recruited and the amount of fluid received during the critical phase was documented. Results: A total of 115 DHF patients with a mean age of 30.3 (SD 12.2) years were recruited to the study. There were 65 (56.5%) males and the mean fluid requirement was 5279.7 ml (SD 735) over the 48 h. Majority of the study participants (n = 80, 69.6%) received fluid in excess of the recommended maintenance + 5% deficit and this group had higher body mass index (22.75 vs 20.76, p0.03) and a lower white cell count at the onset of the critical phase (3.22 × 103 vs 4.78 × 103, p < 0.001). The highest fluid requirement was seen within the first 12 and 24 h of the critical phase in patients requiring fluid M + 5%–7.5% deficit and ≥ M + 7.5% deficit respectively. Patients exceeding M + 5% deficit had narrow pulse pressure and hypotension compared to the rest. DHF grades III and IV were seen exclusively in patients exceeding the fluid quota indicating higher amount of fluid was given for resuscitation. Fluid overload was detected in 14 (12.1%) patients and diuretic therapy was required in 6 (5.2%) patients. Conclusions: The majority of patients received fluid in excess of the recommended quota and this group represents patients with narrow pulse pressure and hypotension. Although, fluid overload was infrequent in the study population, clinicians should be cautious when administering fluid in excess of M + 7.5% deficit. © 2021, The Author(s).",Critical phase; Dengue fever; Dengue haemorrhagic fever; Fluid leakage; Fluid overload; Fluid requirement,,Fluid requirement in adult dengue haemorrhagic fever patients during the critical phase of the illness: an observational study,NO
2021.0,prognosis,"Universidade de São Paulo Faculdade de Medicina Hospital das Clínicas Instituto do Coração, São Paulo, SP, Brazil; Instituto de Infectologia Emilio Ribas, São Paulo, SP, Brazil; Universidade de São Paulo Faculdade de Medicina, São Paulo, SP, Brazil; Universidade Federal de Minas Gerais-Centro de Telessaúde-Hospital das Clínicas, Belo Horizonte, MG, Brazil; Duke University Hospital, Durham, NC, United States; Blood Systems Research Institute, San Francisco, CA, United States","Background: The histopathological characteristics of Chagas disease (ChD) are: presence of myocarditis, destruction of heart fibers, and myocardial fibrosis. Galectin-3 (Gal-3) is a biomarker involved in the mechanism of fibrosis and inflammation that may be useful for risk stratification of individuals with ChD. Objectives: We sought to evaluate whether high Gal-3 levels are associated with severe forms of Chagas cardiomyopathy (CC) and whether they are predictive of mortality. Methods: We studied anti-T. cruzi positive blood donors (BD): Non-CC-BD (187 BD without CC with normal electrocardiogram [ECG] and left ventricular ejection fraction [LVEF]); CC-Non-Dys-BD (46 BD with CC with abnormal ECG but normal LVEF); and 153 matched serum-negative controls. This cohort was composed of 97 patients with severe CC (CC-Dys). We used Kruskall-Wallis and Spearman’s correlation to test hypothesis of associations, assuming a two-tailed p<0.05 as significant. Results: The Gal-3 level was 12.3 ng/mL for Non-CC-BD, 12.0 ng/mL for CC-Non-Dys-BD, 13.8 ng/mL for controls, and 15.4 ng/mL for CC-Dys. LVEF<50 was associated with higher Gal-3 levels (p=0.0001). In our linear regression adjusted model, we found association between Gal-3 levels and echocardiogram parameters in T. cruzi-seropositive subjects. In CC-Dys patients, we found a significant association of higher Gal-3 levels (≥15.3 ng/mL) and subsequent death or heart transplantation in a 5-year follow-up (Hazard ratio – HR 3.11; 95%CI 1.21–8.04; p=0.019). Conclusions: In ChD patients, higher Gal-3 levels were significantly associated with severe forms of the disease and more long-term mortality, which means it may be a useful means to identify high-risk patients. © 2021, Arquivos Brasileiros de Cardiologia. All rights reserved.","Biomarkers; Chagas Disease; Chagas, Cardiomyopathy; Electrocardiography/methods; Galectin-3; Heart Failure; Mortality",,Galectin-3 associated with severe forms and long-term mortality in patients with chagas disease,NO
2021.0,surveillance,"National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention; Chinese Center for Tropical Diseases Research; HC Key Laboratory of Parasite and Vector Biology; WHO Collaborating Centre for Tropical Diseases; National Center for International Research on Tropical Diseases, Shanghai, 200025, China; School of Global Health, Chinese Center for Tropical Diseases Research, Shanghai Jiao Tong University School of Medicine, Shanghai, 200025, China","Background: Schistosomiasis control is striving forward to transmission interruption and even elimination, evidence-lead control is of vital importance to eliminate the hidden dangers of schistosomiasis. This study attempts to identify high risk areas of schistosomiasis in China by using information value and machine learning. Methods: The local case distribution from schistosomiasis surveillance data in China between 2005 and 2019 was assessed based on 19 variables including climate, geography, and social economy. Seven models were built in three categories including information value (IV), three machine learning models [logistic regression (LR), random forest (RF), generalized boosted model (GBM)], and three coupled models (IV + LR, IV + RF, IV + GBM). Accuracy, area under the curve (AUC), and F1-score were used to evaluate the prediction performance of the models. The optimal model was selected to predict the risk distribution for schistosomiasis. Results: There is a more prone to schistosomiasis epidemic provided that paddy fields, grasslands, less than 2.5 km from the waterway, annual average temperature of 11.5–19.0 °C, annual average rainfall of 1000–1550 mm. IV + GBM had the highest prediction effect (accuracy = 0.878, AUC = 0.902, F1 = 0.920) compared with the other six models. The results of IV + GBM showed that the risk areas are mainly distributed in the coastal regions of the middle and lower reaches of the Yangtze River, the Poyang Lake region, and the Dongting Lake region. High-risk areas are primarily distributed in eastern Changde, western Yueyang, northeastern Yiyang, middle Changsha of Hunan province; southern Jiujiang, northern Nanchang, northeastern Shangrao, eastern Yichun in Jiangxi province; southern Jingzhou, southern Xiantao, middle Wuhan in Hubei province; southern Anqing, northwestern Guichi, eastern Wuhu in Anhui province; middle Meishan, northern Leshan, and the middle of Liangshan in Sichuan province. Conclusions: The risk of schistosomiasis transmission in China still exists, with high-risk areas relatively concentrated in the coastal regions of the middle and lower reaches of the Yangtze River. Coupled models of IV and machine learning provide for effective analysis and prediction, forming a scientific basis for evidence-lead surveillance and control. Graphic Abstract: [Figure not available: see fulltext.] © 2021, The Author(s).",China; Information value; Machine learning; Risk prediction; Schistosomiasis,"National Special Science and Technology Project for Major Infection Diseases of China; Three-Year Public Health Action Plan of Shanghai, (GWV-10.1-XK13); National Major Science and Technology Projects of China, (2016ZX10004222-004); National Major Science and Technology Projects of China",Identification of the high-risk area for schistosomiasis transmission in China based on information value and machine learning: a newly data-driven modeling attempt,YES
2021.0,drug dicsovery,"Zoonotic Diseases Research Center, Ilam University of Medical Sciences, Ilam, Iran; Biotechnology and Medical Plants Research Center, Ilam University of Medical Sciences, Ilam, Iran; Department of Parasitology, School of Paramedicine, Ilam University of Medical Sciences, Ilam, Iran","Cutaneous leishmaniosis is a major worldwide public health problem with annual incidence of 1.5 million cases across 98 countries. Treatment still relies on the use of chemical drugs with increasing resistance and side effects. The aim of this study was to investigate the anti-leishmanial effect of the hydroalcoholic Thymbra spicata extract on Leishmania major (L. major) promastigotes. In this study, 1×105 L. major promastigotes were cultured in 96-well plates and treated with different concentrations of hydroalcoholic T. spicata extract (12.5 to 400 μg/ml) then incubated at 25°C for 24, 48 and 72 hours. Lethal percentage of promastigotes in each well was determined. RPMI 1640 medium containing L. major promastigotes with glucantime or without any treatment were used as positive and negative controls respectively. The 50% lethal concentration (LC50) of T. spicata extract and glucantime was calculated by GraphPad Prism software. The results indicated a significant decrease in the number of promastigotes treated with T. spicata extract and glucantime in comparison with negative control (P<0.0001). LC50 values for T. spicata extract were 18.49, 8.58, and 1.64 μg/ml after 24, 48 and 72 hours, respectively. In addition, anti-leishmanial effect of T. spicata extract and glucantime were dependent on concentration (P<0.0001). Our study revealed T. spicata extract as an herbal product against L. major promastigotes. However, more investigations are needed to find its antileishmanial activity in vivo and clinical trial studies.",,,In vitro antileishmanial activity of hydroalcoholic Thymbra spicata extract on Leishmania major promastigotes,NO
