Year,Title,DOI,DOI_Link,Authors
2024,Novel Framework for Dengue Classification and Early Recovery using Machine Learning Algorithms,10.23919/INDIACom61295.2024.10499095,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191702497&doi=10.23919%2fINDIACom61295.2024.10499095&partnerID=40&md5=8cbaa733d99a06283251cfc26fba843f,"Faritha Banu, J. (54959955500); Hariprasad, G. (59008743300); Archana, T. (58703532300); Srivatsan, Prahadees (59008743400)"
2024,Precision Death Forecasting of Dengue Outbreaks in Bangladesh by Blending Statistical and Machine Learning Models,10.1109/PEEIACON63629.2024.10800576,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216417385&doi=10.1109%2fPEEIACON63629.2024.10800576&partnerID=40&md5=428fe39dad605f0bf179e10e3e4ce113,"Agarwala, Shuvam (59520395600); Ali, Md. Sumon (59520395700); Quanita, Afifa Tasneem (59521056200); Sajid, A S M Shahiduzzaman (59520728800); Srizon, Azmain Yakin (57216272860); Esha, Nishat Tasnim (59534348000); Faruk, Md. Farukuzzaman (57219989229); Hasan, S. M. Mahedy (57219989489)"
2024,Rethinking Histology Slide Digitization Workflows for Low-Resource Settings,10.1007/978-3-031-72083-3_40,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207647839&doi=10.1007%2f978-3-031-72083-3_40&partnerID=40&md5=3c3f66a76feebe52694b60847f8eb965,"Zehra, Talat (57222617661); Marino, Joseph (22734901400); Wang, Wendy (59156859200); Frantsuzov, Grigoriy (59156727900); Nadeem, Saad (57190281230)"
2024,Towards Early Dengue Diagnosis in Bangladesh: A Non-Invasive Prediction Model Based on Symptoms and Local Trends,10.1109/PEEIACON63629.2024.10800244,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216412317&doi=10.1109%2fPEEIACON63629.2024.10800244&partnerID=40&md5=a20dbeeb28f1a625caed68ff37709d42,"Syfullah, Md. Khalid (59024761300); Ali, Md. Santo (59534193400); Oishy, Asfia Moon (58476923000); Hossain, Md. Sozib (59533955900)"
2023,A Deep Learning Approach for Dengue Fever Prediction in Malaysia Using LSTM with Spatial Attention,10.3390/ijerph20054130,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149661713&doi=10.3390%2fijerph20054130&partnerID=40&md5=ff03394f1ee689a6d79a2c4a3d5f7239,"Majeed, Mokhalad A. (58134648300); Shafri, Helmi Zulhaidi Mohd (24072139200); Zulkafli, Zed (55765693100); Wayayok, Aimrun (57211373258)"
2023,Adipokine levels and their association with clinical disease severity in patients with dengue,10.1371/journal.pntd.0011613,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171807129&doi=10.1371%2fjournal.pntd.0011613&partnerID=40&md5=b75b4bad9ab5e5ae18b721b8e5711cd6,"Kuruppu, Heshan (57223889180); Wickramanayake, W. P. Rivindu H. (58096604600); Jeewandara, Chandima (55866245900); Peranantharajah, Deneshan (58096582100); Colambage, H.S. (58096570200); Perera, Lahiru (57931471200); Gomes, Laksiri (55485733600); Wijewickrama, Ananda (21733902200); Ogg, Graham S. (7004817817); Malavige, Gathsaurie Neelika (8790348200)"
2023,Bayesian Analysis Used to Identify Clinical and Laboratory Variables Capable of Predicting Progression to Severe Dengue among Infected Pediatric Patients,10.3390/children10091508,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172163619&doi=10.3390%2fchildren10091508&partnerID=40&md5=a170f754873cf8715984d0ca8779bd60,"Corzo-Gómez, Josselin (57194686396); Guzmán-Aquino, Susana (58615365800); Vargas-De-León, Cruz (37073501700); Megchún-Hernández, Mauricio (57211326720); Briones-Aranda, Alfredo (6506081901)"
2023,Cluster-based LSTM models to improve Dengue cases forecast,10.19153/cleiej.26.1.4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161830885&doi=10.19153%2fcleiej.26.1.4&partnerID=40&md5=c30859f153a7157d7fd38c475a356051,"Bogado, Juan V. (58105348500); Schaerer, Christian E. (15027359800); Stalder, Diego H. (55612170900); Martínez, Giohanna (58312841200)"
2023,Deep Learning–Based Segmentation of Trypanosoma cruzi Nests in Histopathological Images,10.3390/electronics12194144,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173869069&doi=10.3390%2felectronics12194144&partnerID=40&md5=2264183d35456269a0b44a61e709299e,"Hevia-Montiel, Nidiyare (56000866700); Haro, Paulina (25633862900); Guillermo-Cordero, Leonardo (56297162600); Perez-Gonzalez, Jorge (56198041400)"
2023,Domain-specific text dictionaries for text analytics,10.1007/s41060-022-00344-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134239714&doi=10.1007%2fs41060-022-00344-x&partnerID=40&md5=fbc15dd735951dfc38e044dcc0179f56,"Villanes, Andrea (56050707800); Healey, Christopher G. (7005893610)"
2023,Evaluation of the immune response of dogs after a mass vaccination campaign against rabies in Tunisia,10.1186/s12917-023-03582-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147023475&doi=10.1186%2fs12917-023-03582-8&partnerID=40&md5=c7360b8153a1bd49983bc1179a6bba2a,"Handous, Mariem (57377738900); Turki, Imed (57219940800); Ghram, Abdejelil (6603046483); BenMaiz, Samia (57194043566); Bensalem, Jihen (58081905200); Basdouri, Nourhene (57378056200); Soltani, Mohamed (58081385900); Bassalah, Farah (58081905300); Kharmachi, Habib (6506443689)"
2023,Implementation and impact of the global access principles at the University of British Columbia: current successes and future challenges,10.3389/fphar.2023.1271618,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180900866&doi=10.3389%2ffphar.2023.1271618&partnerID=40&md5=6c196530b836d94ce0645cd389841ec6,"Gallini, Nancy (6603430106); Hancock, Robert E. W. (57221756886); Lester, Richard (15051914100); Sharp, Brett (58785797500); Wasan, Kishor M. (7006741955)"
2023,Leishmanicidal activity of the venoms of the Scorpions Brotheas amazonicus and Tityus metuendus; [Atividade leishmanicida dos venenos dos escorpiões Brotheas amazonicus e Tityus metuendus],10.1590/1519-6984.276872,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179018170&doi=10.1590%2f1519-6984.276872&partnerID=40&md5=93c585007bef094b80f9f97909403e15,"Pereira, D.B. (58751503400); Martins, J.G. (57200504741); Oliveira, M.S. (58751475600); Lima-Júnior, R.S. (58751488300); Rocha, L.C. (58359405800); Andrade, S.L. (58751428800); Procópio, R.E.L. (35273374600)"
2023,Luring Triatomines (Hemiptera: Reduviidae) into a Trap: Aliphatic and Aromatic Aldehydes as Attractants of Triatoma infestans,10.4269/ajtmh.23-0277,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176494943&doi=10.4269%2fajtmh.23-0277&partnerID=40&md5=d69c9c7624bbb3fb87e796fca2bf0ea2,"de Arias, Antonieta Rojas (57211203350); Borges, Adolfo (23392145800); Cortes, Diego Dorigo (58695420400)"
2023,Optimized strategy for schistosomiasis elimination: results from marginal benefit modeling,10.1186/s13071-023-06001-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176459059&doi=10.1186%2fs13071-023-06001-x&partnerID=40&md5=061d0ec4a06c9ff5ffbb8f84ecfd94c4,"Li, Qin (58898907000); Zheng, Jin-Xin (57194709158); Jia, Tie-Wu (8451222000); Feng, Xin-Yu (57221217683); Lv, Chao (57162315200); Zhang, Li-Juan (55917753900); Yang, Guo-Jing (8310181900); Xu, Jing (57095181500); Zhou, Xiao-Nong (8967873100)"
2023,"Photographic grading for trachoma diagnosis within trachoma impact surveys in Amhara region, Ethiopia",10.1093/trstmh/trac090,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147234509&doi=10.1093%2ftrstmh%2ftrac090&partnerID=40&md5=2e4deb61522db5078240eb03b025963a,"Whitson, Cassidy C. (57370318000); Nute, Andrew W. (57201340990); Hailemariam, Begashaw (57902533500); Deathe, Andrew R. (57190028965); Astale, Tigist (57076949800); Ayele, Zebene (57204795177); Gessese, Demelash (56142745500); Sata, Eshetu (57190967740); Zerihun, Mulat (16067780800); Melak, Berhanu (24448540800); Haile, Mahteme (57221653504); Zeru, Taye (57221345023); Getnet, Banchalem (58087144200); Wondimteka, Bilen (58087079500); Kabtu, Endale (57704713900); Getachew, Habib (58087079600); Shibiru, Meskerem (58087127400); Bayecha, Social (58087079700); Aragie, Solomon (57193211281); Wittberg, Dionna M. (57219048148); Tadesse, Zerihun (25032181800); Callahan, E. Kelly (57190960899); Keenan, Jeremy D. (24556431900); Admassu, Fisseha (15729201500); Nash, Scott D. (35119234500)"
2023,Prediction of Oncomelania hupensis distribution in association with climate change using machine learning models,10.1186/s13071-023-05952-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174817433&doi=10.1186%2fs13071-023-05952-5&partnerID=40&md5=18484da8e8eb4a0d3de7a9a2814c1ff0,"Xu, Ning (57209324355); Zhang, Yun (56032330400); Du, Chunhong (15727381900); Song, Jing (56180443500); Huang, Junhui (57729146500); Gong, Yanfeng (57222716739); Jiang, Honglin (57222050064); Tong, Yixin (57695970800); Yin, Jiangfan (57695721400); Wang, Jiamin (58109424800); Jiang, Feng (56604591500); Chen, Yue (57196269861); Jiang, Qingwu (55506267300); Dong, Yi (57207011125); Zhou, Yibiao (35301514200)"
2023,Prediction of the occurrence of leprosy reactions based on Bayesian networks,10.3389/fmed.2023.1233220,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167517458&doi=10.3389%2ffmed.2023.1233220&partnerID=40&md5=cf5dd40ce73effd6dbed15d6ce40d4b7,"de Andrade Rodrigues, Rafael Saraiva (57773559800); Heise, Eduardo Ferreira José (58529956800); Hartmann, Luis Felipe (58184035000); Rocha, Guilherme Eduardo (57772693900); Olandoski, Marcia (15036165400); de Araújo Stefani, Mariane Martins (56524576600); Latini, Ana Carla Pereira (55989896300); Soares, Cleverson Teixeira (13007773400); Belone, Andrea (8538285800); Rosa, Patrícia Sammarco (7102096824); de Andrade Pontes, Maria Araci (15839116800); de Sá Gonçalves, Heitor (55398359200); Cruz, Rossilene (55536243300); Penna, Maria Lúcia Fernandes (7006193930); Carvalho, Deborah Ribeiro (55887138200); Fava, Vinicius Medeiros (55535798700); Bührer-Sékula, Samira (55915757500); Penna, Gerson Oliveira (57203029940); Moro, Claudia Maria Cabral (36717883800); Nievola, Julio Cesar (6508070965); Mira, Marcelo Távora (7005690210)"
2023,"Profiling the knowledge of female medical/ para-medical students, and expertise of health care professionals on female genital schistosomiasis in Anambra, South Eastern Nigeria",10.1371/journal.pntd.0011132,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149172045&doi=10.1371%2fjournal.pntd.0011132&partnerID=40&md5=c237ef2a5637a36b9260ccab5155211a,"Aribodor, Ogechukwu B. (57205377678); Mogaji, Hammed O. (56638663400); Surakat, Olabanji A. (46461988700); Azugo, Nwadiuto O. (58123805600); Jacob, Eunice C. (58123746500); Obikwelu, Emmanuel M. (58123805700); Nebe, Obiageli J. (54896414400); Jacobson, Julie (8963456300)"
2023,Recognizing and monitoring infectious sources of schistosomiasis by developing deep learning models with high-resolution remote sensing images,10.1186/s40249-023-01060-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147461219&doi=10.1186%2fs40249-023-01060-9&partnerID=40&md5=c8eb6143b6fefd1279f884bd02a82ce1,"Xue, Jing-Bo (57191156611); Xia, Shang (36728593100); Wang, Xin-Yi (57221485247); Huang, Lu-Lu (57201185550); Huang, Liang-Yu (57698620300); Hao, Yu-Wan (56079675100); Zhang, Li-Juan (55917753900); Li, Shi-Zhu (26641946500)"
2023,Serum soluble interleukin-2 receptor (sIL-2R) is an accurate biomarker for dengue-associated hemophagocytic lymphohistiocytosis syndrome diagnosed by Hscore,10.1007/s15010-022-01906-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136827718&doi=10.1007%2fs15010-022-01906-8&partnerID=40&md5=7e63a1f903c1592d5c00ad299ef316b5,"Mahabala, Chakrapani (57211099827); Koushik, Vivek K. (57863075900); Manjrekar, Poornima A. (24171461900); Balanthimogru, Prashantha (57190733731)"
2023,Time series analysis and forecasting of the number of canine rabies confirmed cases in Thailand based on national-level surveillance data,10.3389/fvets.2023.1294049,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179333996&doi=10.3389%2ffvets.2023.1294049&partnerID=40&md5=4ee3894c93ee9c599805a18878443d92,"Punyapornwithaya, Veerasak (34973240100); Thanapongtharm, Weerapong (35622636100); Jainonthee, Chalita (57219575516); Chinsorn, Pornpiroon (56582340700); Sagarasaeranee, Onpawee (57222738589); Salvador, Roderick (55011095900); Arjkumpa, Orapun (56523288300)"
2023,"Toward schistosomiasis control: Assessment of infection-associated voiding symptoms, quality of life and the impact of exercise coupled with water intake on egg recovery in an endemic community in Ghana",10.1371/journal.pgph.0002514,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195218575&doi=10.1371%2fjournal.pgph.0002514&partnerID=40&md5=73d5b9dc31eae28dd7f6e842c15f0144,"Essien-Baidoo, Samuel (55759553300); Essuman, Mainprice Akuoko (57226714838); Tee, Joseph (59263804700); Ephraim, Richard K.D. (26664509500); Mensah, Loretta Betty Blay (59156705500); Amponsah, Seth Boakye (58539703300); Afrifa, Justice (57193712645)"
2023,UChOA-ANN based effective diagnostic model for early detection and accurate prediction of dengue affected blood samples,10.1002/cpe.7597,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149951595&doi=10.1002%2fcpe.7597&partnerID=40&md5=3b3450ed9abe82921f47c8ec1560f8c2,"Ramakrishna, Malige Mahadevaiah (57315029300); Karthikeyan, Vedanandam (56156796300)"
2023,Evaluation of Machine Learning Approaches for Prediction of Dengue Fever,10.1007/978-981-19-3035-5_13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140245365&doi=10.1007%2f978-981-19-3035-5_13&partnerID=40&md5=3195717c813087f1cf3219505b35ccde,"Rahman, Tasmiah (57419973000); Rahman, Md. Mahmudur (56412309700)"
2023,Quantum computing for dengue fever outbreak prediction: Machine learning and genetic hybrid algorithms approach,10.4018/979-8-3693-1479-1.ch010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183801852&doi=10.4018%2f979-8-3693-1479-1.ch010&partnerID=40&md5=c3e065a3ccc695291d9293b4ae8892f3,"Chinnathambi, Dhaya (55305726000); Ravi, Srivel (57207013398); Matheen, Mohammed Abdul (57614797100); Pandiaraj, Saravanan (57209065857)"
2023,A Web Application for Enhancing Stray Dog Welfare: Identification and Virus Detection,10.1109/ICSCC59169.2023.10335055,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181405299&doi=10.1109%2fICSCC59169.2023.10335055&partnerID=40&md5=2baa894badb52c7d127cb7dc9b93fe3a,"Sobha Xavier, P. (58793245800); Joshy, Jyotsna (58793360800); Thayil, Maria Rose (58793217000); Nandalal, M. (58793360900); Xavier, Riya (58793302400)"
2023,"Chagas Disease: An Analysis with Temporal Features Extraction, Permutation Entropy and a Stratification of Heart Risk by a Deep Learning Model",10.22489/CinC.2023.273,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182319906&doi=10.22489%2fCinC.2023.273&partnerID=40&md5=4d11eb4667291f6fe0eac52e0c375795,"Valdez, Zayd Isaac (58811250200); Diaz, Luz Alexandra (58147880900); Ravelo-Garcia, Antonio G (9634135600); Cornejo, Miguel Vizcardo (6503955900)"
2023,Deep learning approach for detection of Dengue fever from the microscopic images of blood smear,10.1088/1742-6596/2571/1/012005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176272204&doi=10.1088%2f1742-6596%2f2571%2f1%2f012005&partnerID=40&md5=44c0fc7fa6c7d4a2ccbddf41afcf277d,"Mayrose, Hilda (57356755200); Sampathila, Niranjana (56584740000); Muralidhar Bairy, G. (55613568700); Nayak, Tushar (58307214400); Belurkar, Sushma (55681709200); Saravu, Kavitha (16834027500)"
2023,Dengue Prediction using Machine Learning,10.1109/ICAIIHI57871.2023.10489681,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191464440&doi=10.1109%2fICAIIHI57871.2023.10489681&partnerID=40&md5=0dc3bcb448f21d39a27ceb12e87016c2,"Chauhan, Sunidhi (59055269800); Gorai, Aakash (59003789300); Pundir, Meena (57224516287)"
2023,Diagnosis of Leprosy through AI-based Mobile Application,10.1109/OTCON56053.2023.10114031,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159777827&doi=10.1109%2fOTCON56053.2023.10114031&partnerID=40&md5=7376832427074864c4b57a4ae35a62af,"Nikam, Atharva (58265973300); Ranade, Pranita (58266441400); Goswami, Tanmoy (57193512501)"
2023,Forecasting Machine Learning Based Feature Selection for Dengue Prediction in the Early Stage,10.1109/ICMNWC60182.2023.10436006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186995317&doi=10.1109%2fICMNWC60182.2023.10436006&partnerID=40&md5=e137b4baf75e466be0e4403cb0e32a51,"Archana, T. (58703532300); Faritha Banu, J. (54959955500)"
2023,Hybrid CNN-LSTM Transfer Learning for Dengue Diagnosis from Raman Spectroscopy Images,10.1109/ICTP60248.2023.10490800,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191440770&doi=10.1109%2fICTP60248.2023.10490800&partnerID=40&md5=a67c7c98ae5fe0a6b103a1165c4529a2,"Ahmmed, Syed (58730695500); Das, Sanchita Rani (58046205800); Leon, Mazharul Islam (57223052183); Rubaiyat Hossain Mondal, M. (57219750977)"
2023,Leprosy Diagnosis using Explainable Artificial Intelligence Techniques,10.1109/ICSCDS56580.2023.10104958,,"Baweja, Asis Kaur (57439990700); Aditya, S. (58373212800); Kanchana, M. (57216477082)"
2023,Optimal Artificial Neural Network for the Diagnosis of Chagas Disease Using Approximate Entropy and Data Augmentation,10.22489/CinC.2023.143,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182331484&doi=10.22489%2fCinC.2023.143&partnerID=40&md5=a6fdf3f8a7c70e36bfc9228cc79b6c42,"Rodriguez, Maria Fernanda (58189068000); Cornejo, Diego Rodrigo (57222005271); Diaz, Luz Alexandra (58147880900); Ravelo-Garcia, Antonio (9634135600); Alvarez, Esteban (7203082633); Cabrera-Caso, Victor (58189751900); Condori-Merma, Dante (57207622703); Cornejo, Miguel Vizcardo (6503955900)"
2023,Predicting Severity from Electronic Health Records of Leprosy Patients using Ensemble Learning,10.1109/WCONF58270.2023.10235056,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173003509&doi=10.1109%2fWCONF58270.2023.10235056&partnerID=40&md5=9f6ea0c7a58966ef0e276d3816cc46ae,"Mehta, Jalpa (57214277221); Kalla, Mukesh (57218448633)"
2023,Prognostic Prediction of Pediatric DHF in Two Hospitals in Thailand,10.1007/978-3-031-34344-5_36,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164003286&doi=10.1007%2f978-3-031-34344-5_36&partnerID=40&md5=aa8ee2b71d9d22f37f1db352ab488501,"Haddawy, Peter (6701739890); Yin, Myat Su (56347534100); Meth, Panhavath (58454351700); Srikaew, Araya (58452240300); Wavemanee, Chonnikarn (58451547500); Niyom, Saranath Lawpoolsri (57204511828); Sriraksa, Kanokwan (57225054450); Limpitikul, Wannee (7801681213); Kittirat, Preedawadee (58455064600); Malasit, Prida (56261466400); Avirutnan, Panisadee (8344220300); Mairiang, Dumrong (55554504000)"
2023,Smart System for Dengue Fever Diagnosis: A Machine Learning Approach,10.1109/eSmarTA59349.2023.10293518,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178117522&doi=10.1109%2feSmarTA59349.2023.10293518&partnerID=40&md5=e3add50827732de494677171f9002fb6,"Al-Hagree, Salah (57216314598); Alalayah, Khaled M. (57190568317); Al-Majmar, Nashwan Ahmed (57213355598); Mohsen, Ayedh Abdulaziz (57216313950); Aqlan, Amal (57223299201); Alhel-Iani, Mostafa (58727961000); Mohammed, Merown (57212285027); Albazel, Mohammad (57261467800); Al-Qasem, Fahd (58727162700); Mohammed Aljafari, Motea (58729545300); Musleh, Abdulbaset (58727162800); Alnedam, Ibrahim (57423027400)"
2023,Soil Transmitted Helminth Egg Detection and Classification in Fecal Smear Images Using Faster Region-Based Convolutional Neural Network with Residual Network-50,10.1049/icp.2023.1793,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181536775&doi=10.1049%2ficp.2023.1793&partnerID=40&md5=b4422dfefb5bcf70bcbbe1e37274140f,"Acula, Donata D. (57195516506); Buico, Cecilia Patrice L. (58795648500); Cruzada, Gil U. (58795474500); Encelan, Martius Ken C. (58795518100); Rivera, Carlos Yuan G. (58795564800)"
2023,Use of Machine Learning and Deep Learning Techniques to Predict Cases of Hospitalizations Caused by Dengue,10.1109/ACCAI58221.2023.10199840,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170054616&doi=10.1109%2fACCAI58221.2023.10199840&partnerID=40&md5=350b411a6c3010e47e950ca82da2a517,"Lalitha, T. (55233597900); Jagruthi, H. (57467290500); Laxmi, V. (57222344992); Bordoloi, Dibyhash (57132673500); Balaji, N. Alangudi (57203417635); Singh Rawat, Ramesh (57215855215)"
2023,Visceral Leishmaniasis Detection Using Deep Learning Techniques and Multiple Color Space Bands,10.1007/978-3-031-35501-1_49,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164266206&doi=10.1007%2f978-3-031-35501-1_49&partnerID=40&md5=0aae4fa0976031f21bf40d0861fdf0a3,"Borges, Armando Luz (58091283600); Gonçalves, Clésio de Araújo (58091518400); Dias, Viviane Barbosa Leal (58478360400); Sousa, Emille Andrade (58478556500); Costa, Carlos Henrique Nery (56248887900); Silva, Romuere Rodrigues Veloso e (55646245100)"
2022,Automated diagnosis of schistosomiasis by using faster R-CNN for egg detection in microscopy images prepared by the Kato–Katz technique,10.1007/s00521-022-06924-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128263227&doi=10.1007%2fs00521-022-06924-z&partnerID=40&md5=19fe15bdda44e83ff403babd16a441d7,"Oliveira, Bruno Alberto Soares (57221874506); Moreira, João Marcelo Peixoto (56823019300); Coelho, Paulo Ricardo Silva (58066290700); Negrão-Corrêa, Deborah Aparecida (35576546500); Geiger, Stefan Michael (7006771025); Guimarães, Frederico Gadelha (7005645510)"
2022,Dengue classification method using support vector machines and cross-validation techniques,10.11591/ijai.v11.i3.pp1119-1129,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133143096&doi=10.11591%2fijai.v11.i3.pp1119-1129&partnerID=40&md5=bb545de68f445fa4338eb035004a62f7,"Hamdani, Hamdani (57203791510); Hatta, Heliza Rahmania (56596337500); Puspitasari, Novianti (57202300216); Septiarini, Anindita (56530676100); Henderi (57205294521)"
2022,Dengue outbreaks prediction in Bangladesh perspective using distinct multilayer perceptron NN and decision tree,10.1007/s13755-022-00202-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141557747&doi=10.1007%2fs13755-022-00202-x&partnerID=40&md5=6fe47cbcc562e9380a6499e8252468bb,"Khan, Md. Ashikur Rahman (36727738800); Akter, Jony (57959286400); Ahammad, Ishtiaq (57222013965); Ejaz, Sabbir (57194219305); Jaman Khan, Tanvir (57959513900)"
2022,Early Diagnosis for Dengue Disease Prediction Using Efficient Machine Learning Techniques Based on Clinical Data,10.18196/jrc.v3i3.14387,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132373580&doi=10.18196%2fjrc.v3i3.14387&partnerID=40&md5=daa95f816a8c65b1e38ec7ebfbd65a2a,"Abdualgalil, Bilal (57216860236); Abraham, Sajimon (24400589700); Ismael, Waleed M. (57206691781)"
2022,Early diagnostic markers in predicting the severity of dengue disease,10.1007/s13205-022-03334-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138152646&doi=10.1007%2fs13205-022-03334-9&partnerID=40&md5=23b4d69d2e8d7c8370d7042cad229224,"Moras, Errol (57194279566); Achappa, Basavaprabhu (54580534500); Murlimanju, B.V. (36094636300); Raj, G. M. Naveen (57894293600); Holla, Ramesh (55270371800); Madi, Deepak (54581344300); D’Souza, Nikhil Victor (57204397134); Mahalingam, Soundarya (55232701100)"
2022,Effective residual convolutional neural network for Chagas disease parasite segmentation,10.1007/s11517-022-02537-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125438990&doi=10.1007%2fs11517-022-02537-9&partnerID=40&md5=ddb02e55d9c30fc6f9bc593961faca5c,"Ojeda-Pat, Allan (57215965022); Martin-Gonzalez, Anabel (35318178500); Brito-Loeza, Carlos (25724100900); Ruiz-Piña, Hugo (6602713029); Ruz-Suarez, Daniel (57471114700)"
2022,"Forecasting Weekly Dengue Cases by Integrating Google Earth Engine-Based Risk Predictor Generation and Google Colab-Based Deep Learning Modeling in Fortaleza and the Federal District, Brazil",10.3390/ijerph192013555,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140899932&doi=10.3390%2fijerph192013555&partnerID=40&md5=8c1c834d62cca8ece0cd66e34ca2c10f,"Li, Zhichao (59153856900)"
2022,Influence of hydroclimatic variability on dengue incidence in a tropical dryland area,10.1016/j.actatropica.2022.106657,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136517011&doi=10.1016%2fj.actatropica.2022.106657&partnerID=40&md5=6f4aece898ec0154d4f9dac035889992,"Costa, Alexandre C. (57214625816); Gomes, Ticiane F. (57218710274); Moreira, Rafaella P. (18038391400); Cavalcante, Tahissa F. (18036809000); Mamede, George L. (23972729000)"
2022,Linguistic Pattern–Infused Dual-Channel Bidirectional Long Short-term Memory With Attention for Dengue Case Summary Generation From the Program for Monitoring Emerging Diseases–Mail Database: Algorithm Development Study,10.2196/34583,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134399605&doi=10.2196%2f34583&partnerID=40&md5=34f5db0e35105ebf3637f8c2bf9ea326,"Chang, Yung-Chun (55273381900); Chiu, Yu-Wen (57491206000); Chuang, Ting-Wu (6603108974)"
2022,Machine learning algorithms for dengue risk assessment: a case study for São Luís do Maranhão,10.1007/s40314-022-02101-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141934927&doi=10.1007%2fs40314-022-02101-z&partnerID=40&md5=f245eee6d45965e04e6464ee77130a72,"Rocha, Fernanda Paula (57966197100); Giesbrecht, Mateus (41261303800)"
2022,Peptide Biomarkers for the Diagnosis of Dengue Infection,10.3389/fimmu.2022.793882,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124508072&doi=10.3389%2ffimmu.2022.793882&partnerID=40&md5=9a5518cea2e39fb94a50ecfe9c891d17,"Falconi-Agapito, Francesca (56156826200); Kerkhof, Karen (56815019300); Merino, Xiomara (57215831650); Bakokimi, Diana (57223163768); Torres, Fiorella (57216746412); Van Esbroeck, Marjan (12753496000); Talledo, Michael (35338193500); Ariën, Kevin K. (8984315900)"
2022,"Predicting future community-level ocular Chlamydia trachomatis infection prevalence using serological, clinical, molecular, and geospatial data",10.1371/journal.pntd.0010273,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127717810&doi=10.1371%2fjournal.pntd.0010273&partnerID=40&md5=78c70c9eefe18084977c86f03042ed95,"Tedijanto, Christine (57204009911); Aragie, Solomon (57193211281); Tadesse, Zerihun (25032181800); Haile, Mahteme (57221653504); Zeru, Taye (57221345023); Nash, Scott D. (35119234500); Wittberg, Dionna M. (57219048148); Gwyn, Sarah (57150831300); Martin, Diana L. (7406285982); Sturrock, Hugh J. W. (35146667400); Lietman, Thomas M. (7004100865); Keenan, Jeremy D. (24556431900); Arnold, Benjamin F. (16174532400)"
