Year,Class,Affiliations,Abstract,Keywords,Title,Tropical_disease_type,Machine_learning_techniques,ml,Model,funding_details,funding_text,Authors_Region,Data_Region,Tropical_disease_type_clean,Tropical_disease_type_list
2023,diagnostics,"Chandigarh University, Department of Computer Science and Engineering, Mohali, 140413, India","Dengue fever, a formidable mosquito-borne viral threat, presents a profound challenge in global health. The imperative for swift and accurate detection looms large, with millions of annual cases underscoring the urgency for intervention. Traditional diagnostic methods falter, plagued by slow pace and the risk of false negatives. Here, we delve into the synergy of machine learning, specifically the Logistic Regression algorithm, as the virtuoso orchestrating a transformative narrative in dengue diagnosis. Machine learning, a potent offspring of artificial intelligence, navigates healthcare's complex landscape with algorithms as its brushstrokes. The Logistic Regression algorithm, a maestro in ensemble learning, assembles decision trees to unravel intricate relationships within diverse datasets. Its versatility, scalability, and resilience to noisy data position it as an ideal diagnostic maestro for dengue detection. Our narrative unfolds with the creation of a rich dataset, blending clinical records, patient demographics, and environmental factors. Prior to the grand performance, a prelude of data preprocessing ensures the sanctity of patient data privacy. Various machine learning model assumes center stage, adeptly deciphering the clinical and environmental waltz for diagnostic precision. Performance metrics, including accuracy and ROC-AUC, applaud its prowess. The future promises a symphony of possibilities with the infusion of additional data sources and the development of explainable AI techniques. As we conclude this symphony, the relentless pursuit of research, interdisciplinary collaboration, and ethical integrity stand as the baton leading the charge against the global health dilemma of dengue fever.  Â© 2023 IEEE.",Dengue fever; Diagnostic precision; Global health; Logistic Regression; Machine Learning,Dengue Prediction using Machine Learning,Dengue,Supervised learning,ml,"NaÃ¯ve Bayes (NB), Decision Tree (DT), K-Nearest Neighbors (KNN), Support Vector Machine (SVM), Artificial Neural Network (ANN)",,,India,Structured clinical data,Dengue,['Dengue']
2023,diagnostics,"College of Advanced Manufacturing Innovation, King Mongkut's Institute of Technology Ladkrabang, Bangkok, Thailand; King Mongkut's Institute of Technology Ladkrabang, Faculty of Medicine, Bangkok, Thailand; Suan Dusit University, Faculty of Science and Technology, Bangkok, Thailand; School of Engineering, King Mongkut's Institute of Technology Ladkrabang, Department of Electrical Engineering, Bangkok, Thailand","At present, parasitic infections in humans, such as intestinal parasitic infections and soil-transmitted helminth (STH) infection, remain a public health concern, with screening methods that are simple but time-consuming and require parasitology experts. Microscopy images are increasingly being used to aid diagnosis but creating labels for supervised learning (SL) is a time-consuming, labor-intensive, and costly process. Self-supervised learning (SSL) is a deep learning approach that aims to train models to represent features in unlabeled datasets using automatically generated labels or annotations from the data itself, rather than explicitly labeled human-labeled labels. It is an appropriate method to address the challenges associated with the difficulty of labeling large datasets. A pretrained model that has learned useful data representations from an SSL task is fine-tuned using labeled data to perform well on a specific downstream task. DINOv2 is an SSL model based on the Vision Transformer (ViT) architecture. In this study, we aim to create a model for screening for helminth egg infection using a fine-tuned Dinov2 with a classification layer head to demonstrate that dataset sizes of 1% and 10% are sufficient when compared to SL model. Rather than SL, which requires a significant amount of human data labeling and is generally impractical, the model developed in this study is expected to be used in active surveillance in the future.  Â© 2023 IEEE.",Bootstrap Your Own Latent (BYOL); Dinov2; Object classification; parasite eggs; Self-supervised learning (SSL),Development of Self-Supervised Learning with Dinov2-Distilled Models for Parasite Classification in Screening,"Intestinal parasitic infections, soil-transmitted helminth (STH) infection","Self-supervised learning, Supervised learning",ml,Dinov2-distilled ,,,Thailand,Thailand,"Intestinal parasitic infections, soiltransmitted helminth (STH) infection","['Intestinal parasitic infections', ' soiltransmitted helminth (STH) infection']"
2023,diagnostics,"(Deemed University), Symbiosis Institute of Design, Pune Symbiosis International, Pune, India","No digital service is available to diagnose various skin diseases quickly. It is a time-consuming and costly process. Diagnosing leprosy has always been challenging; if not diagnosed on time, it can cause fatal effects. About 120,000 to 130,000 new leprosy cases are reported annually in India. India accounts for 58.8% of the global total of new cases. There's no digital service available for people to diagnose various skin diseases quickly without being late and going through costly processes. This paper proposes an AI-based application to detect skin lesions to diagnose leprosy in a cheaper, quicker, and more effective way, which would help in rapid tests anytime, anywhere, and avoid complications from leprosy. Critical design thinking and various research methods are employed in the proposed concept. The proposed design concept is economical and sustainable, catering to many consumers.  Â© 2023 IEEE.",Artificial Intelligence; Design Thinking; Digital Diagnosis; Human-Computer Interaction; Leprosy,Diagnosis of Leprosy through AI-based Mobile Application,Leprosy,Supervised learning,ml,CNN based on Googleâs Inception-v3 ,,,India,India,Leprosy,['Leprosy']
2023,diagnostics,"SRM Institute of Science and Technology, Bharathi Salai, Ramapuram, Faculty of Engineering and Technology, Department of Computer Science and Engineering, Tamilnadu, Chennai, India","Dengue fever is rapidly becoming a prominent health concern issue affecting the tropical and sub-tropical regions. This disease can cause serious illness in humans and is spread by bleed-feeding arthropods such fleas, parasites and mosquitoes. This disease is now becoming endemic in many nations. Delayed diagnosis accompanying with unsuitable treatment may result in the risk of death. This study's objective is to inquire into the effects, signs and clinical symptoms allied with dengue. The proposed work's objective is to examine the symptoms relating to Dengue through Statistical and Analytical measures. Machine learning Classification algorithms such as Random Forest, CART and Support Vector Machine are applied to identify the significant symptoms. The symptoms from both the measures are analyzed, ranked and finally grouped as primary symptoms. The performance of the classifier is assessed using performance evaluation measures. The experimental results show that CART is more suitable for proposed prediction model for Dengue with accuracy 97%, precision 98.3%, recall 96.8% and F-measure metrics 97.5%. Â© 2023 IEEE.",CART; Dengue; Machine Learning; Random Forest; Support Vector Machine,Forecasting Machine Learning Based Feature Selection for Dengue Prediction in the Early Stage,Dengue,Supervised learning,ml,"Classification and Regression Trees (CART), Support Vector Machine (SVM)",,,India,,Dengue,['Dengue']
2023,diagnostics,"Institute of Information and Communication Technology, Bangladesh University of Engineering and Technology, Dhaka, Bangladesh; United International University, Department of Computer Science and Engineering, Dhaka, Bangladesh","The diagnosis of dengue fever can be made quickly and effectively with Raman spectroscopy. However, the diagnostic procedure presents difficulties; for example, the distinction between healthy and infected spectra is extremely subtle. Deep learning (DL)-based diagnosis of dengue from Raman spectroscopy is gaining research interest. This paper introduces an innovative hybrid model that combines the architecture of a long-short-term memory recurrent neural network (LSTM RNN) with the capabilities of a pre-trained convolutional neural network (CNN). We present the CNN-LSTM Transfer Learning (HCL-TL) method, which uses Raman spectroscopy images to transform the field of data-driven dengue disease diagnosis. The proposed approach utilizes hyperparameters to refine the DL models. Both the initial training and subsequent fine-tuning stages incorporate model checkpoints and callbacks to monitor loss and prevent overfitting. A dataset consisting of 635 spectra-460 of which were infected and 175 of which were healthy-was used to evaluate the suggested model. Both holdout and 10-fold cross-validation methods are used for splitting the data samples. When applied to testing data for dengue infection diagnosis, the proposed HCL- TL method achieves a classification accuracy of 97.73%. The HCL-TL method outperforms the state-of-the-art DL and machine learning models in terms of accurately classifying dengue fever from Raman spectroscopy images, according to the results.  Â© 2023 IEEE.",Blood-serum; Deep Learning; Dengue; Hybrid; LSTM; Raman Spectroscopy; Spectra,Hybrid CNN-LSTM Transfer Learning for Dengue Diagnosis from Raman Spectroscopy Images,Dengue,Supervised learning,ml,Hybrid CNN-LSTM Transfer Learning,,,Pakistan,Pakistan,Dengue,['Dengue']
2023,diagnostics,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159096925&doi=10.1109%2fICSCDS56580.2023.10104958&partnerID=40&md5=b4c651ea70228b5967489dee532756d4,"LRprosy, also known as Hansen's Disease is a chronic curable infection that seldom causes skin lesion and nerve damage. The World Health organization reported 127558 new leprosy cases detected globally in 2020. National Leprosy Eradication Program (NLEP) initiated by India, is the largest leprosy eradication program of the world. Despite this, 53.64% of leprosy cases (120,000 to 130,000 per year) are in India. Although this disease is curable at the later stages, an early diagnosis eradicates the complications incurred by nerve involvement. Existing research predicts leprosy on basis of electronic health records which require complex contact based techniques for procuration. Image based predictors lack credibility as it is hard to determine what features are being taken into consideration for prediction. This paper proposes an optimal AXI-CNN architecture for leprosy prediction called LeprosyNet. Deep Learning models are seldom black box in nature, in order to understand the area of interest in the images, explainable AI techniques like Activation Layer Visualization, Occlusion Sensitivity and Grad-CAM are used. The proposed model is compared with famous state-of-art architectures AlexNet and ResNet. Evaluation of the model has been undertaken using a ROC curve and confusion matrix. Accuracy obtained on LeprosyNet is 98%.  Â© 2023 IEEE.",Convolutional Neural Network; Deep Learning; Explainable Artificial Intelligence; Gradient-weighted Class Activation Mapping (Grad-CAM); Occlusion Sensitivity Map,Leprosy Diagnosis using Explainable Artificial Intelligence Techniques,Leprosy,Supervised learning,ml,AXI-CNN (Explainable CNN) ,,,India,India,Leprosy,['Leprosy']
2023,prognostics,"Suan Dusit University, Faculty of Science and Technology, Bangkok, Thailand; King Mongkut's Institute of Technology Ladkrabang, Faculty of Medicine, Bangkok, Thailand; Chulalongkorn University, Faculty of Veterinary Science, Bangkok, Thailand; College of Advanced Manufacturing Innovation, King Mongkut's Institute of Technology Ladkrabang, Bangkok, Thailand; King Mongkut's Institute of Technology Ladkrabang, Faculty of Engineering, Department of Electrical Engineering, Bangkok, Thailand","Trypanosomiasis caused Trypanosoma evansi is current public health concern especially, in south Asia and Southeast Asia. Although polymerase chain reaction is currently used as a standard method, the techniques required skilled personnel, were performed in multiple steps, and required expensive instruments. Fundamental microscopic approach also has limitation in use by facing both inter- and intra-variability of interpretation by examiners. New automatic tool with the microscopic examination is needed. The study aimed to develop the mobile application-based YOLO neural network algorithms to predict T. evansi blood stages from thin-blood film examination. YOLO v4 tiny model is outperformed to localize and classify unseen images with the best performance at 95% of sensitivity, specificity, precision, accuracy and F1 score, respectively, with less misclassification rate than 5%. Simulation implementation platform, calling CiRA bot, give the empirical result and reliably comparable to that from the computational experiment studied with the area under ROC and precision-recall curves as 0.964 and 0.962, respectively. The result obtained from the CIRA bot platform is good enough for further distribution in field site. In the future, the study could contribute human and animal public health staff to simply identify the unicellular parasitic flagellate infection and also benefit them for designing the strategy in prevention and treatment of the disease.  Â© 2023 IEEE.",a microscopic examination; Mobile application; model performance; Trypanosoma evansi; YOLO algorithms,Mobile Bot Application for Identification of Trypanosoma evansi Infection through Thin-Blood Film Examination Based on Deep Learning Approach,Trypanosomiases,Supervised learning,ml,YOLO v4 tiny,"College of Advanced Manufacturing Innovation; Office of the Permanent Secretary; Thailand Science Research and Innovation Fund Chulalongkorn University, (188_31_07); National Research Council of Thailand, NRCT, (NRCT5-RSA63001-10); King Mongkut's Institute of Technology Ladkrabang, KMITL; Ministry of Higher Education, Science, Research and Innovation, Thailand, MHESRI, (RGNS 65 â 212); Faculty of Veterinary Science, Chulalongkorn University, CU-VET","Funding text 1: This Research is funded by the National Research Council of Thailand (NRCT) [NRCT5-RSA63001-10] , Office of the Permanent Secretary, Ministry of Higher Education, Science, Research and Innovation [RGNS 65 â 212] ,and Thailand Science Research and Innovation Fund Chulalongkorn University (CU_FRB65_food (24) 188_31_07) to Morakot Kaewthamasorn. We are grateful to Suchansa Thanee at the Parasitology Unit, Faculty of Veterinary Science, Chulalongkorn University, for assisting in the parasite identification. We also thank the College of Advanced Manufacturing Innovation, King Mongkutâs Institute of Technology Ladkrabang which provided the deep learning platform and software to support the research project.; Funding text 2: This Research is funded by the National Research Council of Thailand (NRCT) [NRCT5-RSA63001-10] , Office of the Permanent Secretary, Ministry of Higher Education, Science, Research and Innovation [RGNS 65 212] ,and Thailand Science Research and Innovation Fund Chulalongkorn University (CU_FRB65_food (24) 188_31_07) to Morakot Kaewthamasorn. We are grateful to Suchansa Thanee at the Parasitology Unit, Faculty of Veterinary Science, Chulalongkorn University, for assisting in the parasite identification. We also thank the College of Advanced Manufacturing Innovation, King Mongkut s Institute of Technology Ladkrabang which provided the deep learning platform and software to support the research project.",Thailand,Thailland,Trypanosomiases,['Trypanosomiases']
2023,diagnostics,"Escuela Profesional de FÃ­sica, Universidad Nacional de San AgustÃ­n de Arequipa, Peru; Institute for Technological Development and Innovation in Communications, Universidad de Las Palmas de Gran Canaria, Spain; Escuela de FÃ­sica, Universidad Central de Venezuela, Venezuela","The use of machine learning for disease diagnosis is gaining popularity due to its ability to process data and provide accurate results, but optimazing it remains a challenge. Chagas disease is endemic in Latin America and has emerged as a health problem in more urban areas. Early and accurate diagnosis is essential to prevent cardiac complications, since an estimated 65 million people are at risk of contracting this disease. This study used a database of 292 subjects distributed into three groups: healthy volunteers (Control group), asymptomatic Chagasic patients (CHI group) and seropositive Chagasic patients with incipient heart disease (CH2 group). A densely connected neural network was used to classify them into their respective groups. The network received as input the Approximate Entropy values of each individual, which were calculated from the 24-hour circadian profiles every 5 minutes (288 RR subsegments). Time series data augmentation algorithms were applied during the training phase to improve the classification results. This approach allowed to achieve 100% accuracy and precision, validated by the ROC curve with AUC values of 1, proving to be a robust approach for early diagnosis and prevention of heart complications in Chagas disease. Â© 2023 CinC.",,Optimal Artificial Neural Network for the Diagnosis of Chagas Disease Using Approximate Entropy and Data Augmentation,Chagas disease,Supervised learning,ml,Densely Connected Neural Network,"HEIC, (8474000132)",The authors thank the Biomedical Engineering Department and the Healthcare Engineering Innovation Center (HEIC) at Khalifa University of Science and Technology. M.A was funded by the HEIC under award: 8474000132.,"Peru, Spain, Venezuela",Venezuela,Chagas disease,['Chagas disease']
2023,diagnostics,"Sir Padampat Singhania University, Udaipur, India","Electronic Health Records (EHRs) are speedily being enforced by healthcare providers in recent years. Leprosy is a specially listed neglected tropical disease that continues as a major health problem in India. The delay in the diagnosis can lead to increase disability rate among patients. This paper intends to identify various risk factors from EHRs by applying ensemble machine learning techniques. The EHRs are included with the first sign of symptoms and various diagnosis details of leprosy cases. This information is used to determine the severity of leprosy cases and classify them into 3 categories, namely mild, moderate, and severe. To predict the severity, AdaBoost and XGBoost ensemble classifiers are applied in this paper. The performance of these classifiers is compared with Classification and Regression Trees (CART) and Random Forest (RF) techniques. The results show that AdaBoost gives with 97% accuracy and 97% precision. XGBoost gives 97% accuracy and 99% recall.  Â© 2023 IEEE.",AdaBoost; Classification and Regression Trees (CART); Electronic Health Records; ensemble learning; Random Forest; XGBoost,Predicting Severity from Electronic Health Records of Leprosy Patients using Ensemble Learning,Leprosy,Supervised learning,ml,"AdaBoost, XGBoost, CART, Random Forest",,,India,India,Leprosy,['Leprosy']
2023,diagnostics,"Kalasalingam Academy of Research and Education, Department of Computer Science and Information Technology, Krishnankoil, India","Dengue, malaria, pneumonia and typhoid are the most notable infectious diseases because it causes terrible effects on people. These types of diseases affect particular age groups of people. Researchers face so many difficulties in finding the accurate affected age patterns of individual diseases. So, this study focused on age-wise and gender-wise occurrence of infectious diseases like dengue, malaria, pneumonia and typhoid. It is most useful to the doctors and health analyst to more concentrate on predicted age groups of people to reduce the death ratio. This prediction will create the disease alert system for the Madurai district. It will very helpful for the public. Machine learning is the most efficient technique to solve healthcare difficulties. The main aim of the study is to predict the age and gender distribution of these diseases using machine learning approaches. This study proposes a hybrid model One- Class Support Vector Machine - Chi Square Automatic Interaction Detection Decision Tree (OCSVM-CDT) for classifying the age and gender-wise occurrence of infectious diseases like dengue, malaria etc. Accuracy, precision, recall, and F1-score are the metrics used to evaluate the performance of this new hybrid technique. Five machine learning algorithms Such as Neural network, Decision tree, Support vector machine, K-means Chi-Square Automatic Interaction Detection Decision Tree (KM-CDT) and One-Class Support Vector Machine - Decision Tree (OCSVMDT) are compared with the proposed hybrid model. The proposed hybrid OCSVM-CDT performs better when compared to other machine learning models. Â© 2023 IEEE.",Age-wise distribution; Gender-wise distribution; Machine learning and ailments; OCSVM-CDT (One Class Support Vector Machine- Chi square Automatic Interaction Detection Decision Tree),Prediction of Infectious Diseases based on Age and Gender using OCSVM-CDT,"Dengue (among malaria, pneumonia, typhoid )","Supervised learning, Unsupervised learning",ml,"One-Class Support Vector Machine - Chi-square Automatic Interaction Detection Decision Tree, Neural network, Decision tree, Support vector machine, K-means Chi-Square Automatic Interaction Detection Decision Tree (KM-CDT) and One-Class Support Vector Machine - Decision Tree (OCSVMDT) ",,,India,India,"Dengue (among malaria, pneumonia, typhoid )","['Dengue (among malaria', ' pneumonia', ' typhoid )']"
2023,diagnostics,"Faculty of ICT, Mahidol University, Nakhon Pathom, 73170, Thailand; Bremen Spatial Cognition Center, University of Bremen, Bremen, 28359, Germany; Faculty of Tropical Medicine, Mahidol University, Bangkok, 10400, Thailand; Pediatric Department, Khon Kaen Hospital, Khon Kaen, 40000, Thailand; Pediatric Department, Songkhla Hospital, Songkhla, 90100, Thailand; Faculty of Medicine Siriraj Hospital, Mahidol University, Bangkok, 10700, Thailand; National Center for Genetic Engineering and Biotechnology, National Science and Technology Development Agency, Pathumthani, 12120, Thailand","Dengue virus infection is a major global health problem. While dengue fever rarely results in serious complications, the more severe illness dengue hemorrhagic fever (DHF) has a significant mortality rate due to the associated plasma leakage. Proper care thus requires identifying patients with DHF among those with suspected dengue so that they can be provided with adequate and prompt fluid replacement. In this paper, we use 18 years of pediatric patient data collected prospectively from two hospitals in Thailand to develop models to predict DHF among patients with suspected dengue. The best model using pooled data from both hospitals achieved an AUC of 0.92. We then investigate the generalizability of the models by constructing a model for one hospital and testing it on the other, a question that has not yet been adequately explored in the literature on DHF prediction. For some models, we find significant degradation in performance. We show this is due to differences in attribute values among the two hospital patient populations. Possible sources of this are differences in the definition of attributes and differences in the pathogenesis of the disease among the two sub-populations. We conclude that while high predictive accuracy is possible, care must be taken when seeking to apply DHF predictive models from one clinical setting to another. Â© 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Clinical Decision Support; Dengue Hemorrhagic Fever; Generalizability; Machine learning; Pediatrics; Prognostic Prediction,Prognostic Prediction ofÂ Pediatric DHF inÂ Two Hospitals inÂ Thailand,Dengue,Supervised learning,ml,Gradient Boosting Machines (GBM) ,"Carlos III Research Institute, (PI19/00375); Center for Artificial Intelligence, (2019/07665-4); Coor-denaÂ¸cÃ£o de AperfeiÂ¸coamento de Pessoal de ÅÄ±vel Superior; ERA PerMed; European Astronaut Centre; FEDER fund; German Federal Ministry of Health; Hanse-Wissenschaftskolleg Institute for Advanced Study; Innovate UK Regu; Junta de AndalucÃ­a and Universidad de Granada; Mahidol-Bremen Medical Informatics Research Unit; NHSX; Normandy County Council; Region North Denmark Health Innovation Foundation; Research Fund Flanders; Slovenian Research Agency Program; Spanish Ministry of Economic Affairs and Digital Transformation; Spanish Ministry of the Economy, Industry and Competitiveness; Spanish Secretariat of State for Digitization and Artificial Intelligence, (FPU18/02220); National Institutes of Health, NIH, (R01DK122073, R01DK131586, R01EB032752); National Institutes of Health, NIH; Defense Advanced Research Projects Agency, DARPA, (D20AC00002); Defense Advanced Research Projects Agency, DARPA; U.S. Department of the Interior, DOI; International Business Machines Corporation, IBM; Horizon 2020 Framework Programme, H2020, (876852); Horizon 2020 Framework Programme, H2020; H2020 Marie SkÅodowska-Curie Actions, MSCA, (860974); H2020 Marie SkÅodowska-Curie Actions, MSCA; Interior Business Center, IBC; Ministerio de Ciencia, InnovaciÃ³n y Universidades, MCIU, (R-933/2021); Ministerio de Ciencia, InnovaciÃ³n y Universidades, MCIU; National Institute for Health and Care Research, NIHR; European Commission, EC, (2021/C005/00150055); European Commission, EC; European Space Agency, ESA; Schweizerischer Nationalfonds zur FÃ¶rderung der Wissenschaftlichen Forschung, SNF, (200021 197021); Schweizerischer Nationalfonds zur FÃ¶rderung der Wissenschaftlichen Forschung, SNF; FundaÃ§Ã£o de Amparo Ã  Pesquisa do Estado de SÃ£o Paulo, FAPESP, (2020/06443-5, 2020/16543-7); FundaÃ§Ã£o de Amparo Ã  Pesquisa do Estado de SÃ£o Paulo, FAPESP; CoordenaÃ§Ã£o de AperfeiÃ§oamento de Pessoal de NÃ­vel Superior, CAPES; Bundesministerium fÃ¼r Bildung und Forschung, BMBF, (01ZZ1802H); Bundesministerium fÃ¼r Bildung und Forschung, BMBF; Generalitat de Catalunya, (2021 SGR 01125); Generalitat de Catalunya; Stichting MS Research; Fonds Wetenschappelijk Onderzoek, FWO, (1S38023N); Fonds Wetenschappelijk Onderzoek, FWO; Ministero della Salute, (RF-2016-02362405); Ministero della Salute; Ministerio de EconomÃ­a y Competitividad, MINECO; Ministero dellâIstruzione, dellâUniversitÃ  e della Ricerca, MIUR, (2017SNW5MB); Ministero dellâIstruzione, dellâUniversitÃ  e della Ricerca, MIUR; UniversitÃ  degli Studi di Padova, UNIPD, (C94I19001730001); UniversitÃ  degli Studi di Padova, UNIPD; Mahidol University, MU; National Science and Technology Development Agency, à¸ªà¸§à¸à¸, (P-20-52599); National Science and Technology Development Agency, à¸ªà¸§à¸à¸; Javna Agencija za Raziskovalno Dejavnost RS, ARRS, (L2-3170, P2-0209); Javna Agencija za Raziskovalno Dejavnost RS, ARRS; Universidad de Murcia; Narodowe Centrum BadaÅ i Rozwoju, NCBR, (INFOSTRATEG-I/0022/2021-00); Narodowe Centrum BadaÅ i Rozwoju, NCBR; European Regional Development Fund, ERDF; Medizinische UniversitÃ¤t Graz, Med Uni Graz, (30-146 ex 17/18); Medizinische UniversitÃ¤t Graz, Med Uni Graz; Vlaamse regering; Faculty of Medicine Siriraj Hospital, Mahidol University, (R016536004); Faculty of Medicine Siriraj Hospital, Mahidol University; Poul Due Jensens Fond","Funding text 1: Acknowledgement. This study received approval from the Ethics Committee of the Medical University of Graz (approval no. 30-146 ex 17/18) and was supported by a research grant from ERA PerMed within the project called âPreCareMLâ. The source codes of this study are publicly available in PreCareML/XAI Repository.; Funding text 2: Acknowledgements. Parts of this work were generously supported by a grant of the German Federal Ministry of Research and Education (01ZZ1802H).; Funding text 3: Acknowledgements. This work was funded by Research Fund Flanders (FWO fellowship 1S38023N) and supported by the Flemish government (through the AI Research Program) and Stichting MS Research (through a Monique Blom-de Wagt grant). We furthermore thank Professor BÃ©nÃ©dicte Dubois, neurologist at UZ Leuven, for collecting the data that was used retrospectively in this work.; Funding text 4: Acknowledgement. This research was partially funded by the German Federal Ministry of Health as part of the KINBIOTICS project.; Funding text 5: Acknowledgments. This work was done and funded in the scope of the European Unionâs Horizon 2020 research and innovation program, under project VALU3S (grant agreement no. 876852). This work has also received funding from UIDP/00760/2020. A publicly available dataset was utilized in this work. The data can be found at: https://hdl.handle.net/2268/191620.; Funding text 6: Acknowledgements. This work received joint funding from the European Regional Development Fund (ERDF), the Spanish Ministry of the Economy, Industry and Competitiveness (MINECO), the Carlos III Research Institute (grant no. PI19/00375), and received support from the Generalitat de Catalunya 2021 SGR 01125.; Funding text 7: the support. RT, SD have received funding from the Swiss National Science Foundation (SNSF), grant agreement No 200021 197021.; Funding text 8: Partly supported by FAPESP grants 2020/16543-7 and 2020/06443-5, and by Coor-denaÂ¸cÃ£o de AperfeiÂ¸coamento de Pessoal de ÅÄ±vel Superior - Brasil (CAPES) - Finance Code 001. Carried out at the Center for Artificial Intelligence (C4AI-USP), supported by FAPESP grant 2019/07665-4 and by the IBM Corporation.; Funding text 9: Acknowledgements. This work was supported by the internship programme at the European Astronaut Centre (EAC), European Space Agency (ESA). The authors would like to thank dr. Guillauime Weerts and dr. Sergi Vaquer Araujo as the Space Medicine Team Leads and dr. Ulrich Straube for their support throughout this project. Mona Nasserâs research is partially supported by the National Institute for Health Research Applied Research Collaboration South West Peninsula. The views expressed in this publication are those of the author(s) and not necessarily those of the National Institute for Health Research or the Department of Health and Social Care or the European Space Agency.; Funding text 10: Acknowledgements. This work was supported by the Slovenian Research Agency Program Grant P2-0209. We would also like to thank the Slovenian National Institute of Public Health for their constructive cooperation.; Funding text 11: Supported by the Slovenian Research Agency grants P2-0209 and L2-3170.; Funding text 12: This study is co-funded by the Normandy County Council and the European Union (PredicAlert European Project - FEDER fund). Part of this work was performed using computing resources of CRIANN (Normandy, France). This work was performed using HPC resources from GENCI-IDRIS (Grant 2022-102446).; Funding text 13: Acknowledgments. This study received funding from the Region North Denmark Health Innovation Foundation. This study is also supported by the Poul Due Jensen Foundation.; Funding text 14: This work has been supported by project B-TIC-324-UGR20 FEDER/Junta de AndalucÃ­a and Universidad de Granada.; Funding text 15: Acknowledgments. This research was supported by the National Health Institute (NIH) under grant number R01DK122073.; Funding text 16: Acknowledgements. This work was financially supported by the Polish National Center for Research and Development grant number INFOSTRATEG-I/0022/2021-00, and carried out with the support of the Laboratory of Bioinformatics and Computational Genomics and the High Performance Computing Center of the Faculty of Mathematics and Information Science, Warsaw University of Technology.; Funding text 17: This work was funded by NHSX and the Innovate UK Regu-; Funding text 18: Acknowledgement. The work presented in this paper was supported in part by NIH grants R01EB032752 and R01DK131586. The content of this paper is solely the responsibility of the authors and does not necessarily represent the official views of NIH.; Funding text 19: Acknowledgements. this work was partially funded by the CONFAINCE project (Ref: PID2021-122194OB-I00) by MCIN/AEI/10.13039/501100011033 and, as appropriate, by âERDF A way of making Europeâ, by the âEuropean Unionâ, and by the GRALENIA project (Ref: 2021/C005/00150055) supported by the Spanish Ministry of Economic Affairs and Digital Transformation, the Spanish Secretariat of State for Digitization and Artificial Intelligence, Red.es and by the NextGenerationEU funding. This research was also partially funded by a national grant (Ref: FPU18/02220), of the Spanish Ministry of Science, Innovation and Universities (MCIU) and by a mobility grant (Ref: R-933/2021), of the University of Murcia.; Funding text 20: Supported by the Defense Advanced Research Projects Agency (DARPA) through Cooperative Agreement D20AC00002 awarded by the U.S. Department of the Interior, Interior Business Center. The content of the article does not necessarily reflect the position or the policy of the Government, and no official endorsement should be inferred.; Funding text 21: Acknowledgements. This research was supported by the University of Padova project C94I19001730001, by the Italian Ministry of Health grant RF-2016-02362405, and by the Italian Ministry of Education, University and Research (PRIN) grant 2017SNW5MB.; Funding text 22: Acknowledgment. This work was partially supported by National Science and Technology Development Agency grant no. P-20-52599, Faculty of Medicine Siriraj Hospital, Mahidol University grant no. R016536004, a grant from the Mahidol University Office of International Relations to Haddawy in support of the Mahidol-Bremen Medical Informatics Research Unit, a Study Group grant from the Hanse-Wissenschaftskolleg Institute for Advanced Study to Haddawy, a fellowship from the Hanse-Wissenschaftskolleg Institute for Advanced Study, and by a Young Researcher grant from Mahidol University to Su Yin.; Funding text 23: Acknowledgements. This project has received funding from the European Unionâs Horizon 2020 research and innovation programme under the Marie Sklodowska-Curie grant agreement No 860974. This publication reflects only the authorsâ view, and the funding agencies are not responsible for any use that maybe made of the information it contains.",Thailand,Thailand,Dengue,['Dengue']
2023,diagnostics,"Computer Science Department, Faculty of Sciences, Ibb University, Yemen; Computer Science, Aljazeera University, Yemen; Computer Science, Ibb University, Yemen; Computer Science, Najran University, Saudi Arabia; Department of Computer Sciences, King Khalid University, Community College, Mohayel Aseer, Saudi Arabia; Information Technology Department, University of Science and Technology, Yemen","Dengue fever is a serious illness that can lead to death in areas where epidemics spread and in third world countries. Early diagnosis is crucial in preventing the severity of the disease and avoiding fatalities. To address this issue, a smart Android application has been developed that uses machine learning algorithms such as the decision tree to diagnose dengue patients. The decision tree algorithm was found to be the most accurate, with an accuracy rate of 93.7%, while other algorithms like close neighborhood had an accuracy rate of 74.29%, naÃ¯ve bays had an accuracy rate of 93.07%, and SVM had an accuracy rate of 68.32%. The system's response is based on specific data that is entered and processed through the decision tree algorithm. Overall, the development of this smart system can greatly improve early diagnosis of dengue fever and potentially save lives.  Â© 2023 IEEE.",Android Application; Decision Tree; Dengue Fever Diagnosis; Machine Learning,Smart System for Dengue Fever Diagnosis: A Machine Learning Approach,Dengue,Supervised learning,ml,Decision tree,,,Pakistan,Pakistan,Dengue,['Dengue']
